employee_name,user_id,email,role,business_unit,functional_unit,department,team,supervisor,month_year,tenure
Edward Dean Anthony,EDA0684,Edward.Dean.Anthony@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,2010-01,2010-01-2010-01
Edward Finn Stokes,EFS0882,Edward.Finn.Stokes@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,2010-06,2010-01-2010-06
Elaine Hanna Raymond,EHR0096,Elaine.Hanna.Raymond@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,2010-06,2010-01-2010-06
Elaine Sonya Hughes,ESH0135,Elaine.Sonya.Hughes@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,2010-06,2010-01-2010-06
Eliana Stephanie Albert,ESA0642,Eliana.Stephanie.Albert@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2010-06,2010-01-2010-06
Elijah Gary Diaz,EGD0409,Elijah.Gary.Diaz@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,2010-06,2010-01-2010-06
Ella Cassandra Rivera,ECR0822,Ella.Cassandra.Rivera@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,2010-06,2010-01-2010-06
Ella Nita Lewis,ENL0100,Ella.Nita.Lewis@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,2010-06,2010-01-2010-06
Ella Rachel Hess,ERH0449,Ella.Rachel.Hess@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,2010-06,2010-01-2010-06
Elton Jonas Williamson,EJW0884,Elton.Jonas.Williamson@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,2010-06,2010-01-2010-06
Elton Tyler Richard,ETR0428,Elton.Tyler.Richard@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,2010-06,2010-01-2010-06
Elton Zeus Horton,EZH0736,Elton.Zeus.Horton@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,2010-06,2010-01-2010-06
Elvis Marshall Walton,EMW0772,Elvis.Marshall.Walton@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,2010-06,2010-01-2010-06
Emerald Imani Schmidt,EIS0041,Emerald.Imani.Schmidt@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,2010-06,2010-01-2010-06
Emerald Lysandra Hodges,ELH0960,Emerald.Lysandra.Hodges@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,2010-06,2010-01-2010-06
Emmanuel Lawrence Briggs,ELB0847,Emmanuel.Lawrence.Briggs@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,2010-06,2010-01-2010-06
Erasmus Cameron Franco,ECF0828,Erasmus.Cameron.Franco@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,2010-06,2010-01-2010-06
Eric Gray Duncan,EGD0132,Eric.Gray.Duncan@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,2010-06,2010-01-2010-06
Erich Harding Bryant,EHB0420,Erich.Harding.Bryant@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,2010-06,2010-01-2010-06
Erich Malik Wolf,EMW0105,Erich.Malik.Wolf@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,2010-06,2010-01-2010-06
Ethan Arden Hays,EAH0466,Ethan.Arden.Hays@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,2010-01,2010-01-2010-01
Ethan Perry Wiggins,EPW0434,Ethan.Perry.Wiggins@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,2010-06,2010-01-2010-06
Eugenia Hannah Blanchard,EHB0824,Eugenia.Hannah.Blanchard@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,2010-06,2010-01-2010-06
Eve Shaeleigh Holman,ESH0283,Eve.Shaeleigh.Holman@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,2010-06,2010-01-2010-06
Evelyn Nevada Curtis,ENC0234,Evelyn.Nevada.Curtis@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,2010-06,2010-01-2010-06
Evelyn Sarah Reilly,ESR0693,Evelyn.Sarah.Reilly@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,2010-06,2010-01-2010-06
Ezra Hilel Dyer,EHD0584,Ezra.Hilel.Dyer@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,2010-06,2010-01-2010-06
Fallon Harriet Shelton,FHS0837,Fallon.Harriet.Shelton@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,2010-06,2010-01-2010-06
Fay Ingrid Rodriquez,FIR0920,Fay.Ingrid.Rodriquez@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,2010-06,2010-01-2010-06
Felicia Sloane Cabrera,FSC0601,Felicia.Sloane.Cabrera@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,2010-06,2010-01-2010-06
Felicia Xantha Farley,FXF0957,Felicia.Xantha.Farley@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,2010-06,2010-01-2010-06
Ferdinand Rashad Lee,FRL0511,Ferdinand.Rashad.Lee@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,2010-06,2010-01-2010-06
Ferris Omar Barry,FOB0756,Ferris.Omar.Barry@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,2010-06,2010-01-2010-06
Ferris Stone Bender,FSB0399,Ferris.Stone.Bender@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,2010-06,2010-01-2010-06
Finn Tucker Medina,FTM0406,Finn.Tucker.Medina@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,2010-06,2010-01-2010-06
Fitzgerald Len Merrill,FLM0213,Fitzgerald.Len.Merrill@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,2010-06,2010-01-2010-06
Fitzgerald Wayne Miranda,FWM0707,Fitzgerald.Wayne.Miranda@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,2010-06,2010-01-2010-06
Flavia Fiona Cannon,FFC0891,Flavia.Fiona.Cannon@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,2010-06,2010-01-2010-06
Fletcher Perry Cantu,FPC0954,Fletcher.Perry.Cantu@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,2010-06,2010-01-2010-06
Florence Gloria Whitney,FGW0853,Florence.Gloria.Whitney@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,2010-06,2010-01-2010-06
Flynn Edward Brennan,FEB0306,Flynn.Edward.Brennan@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,2010-06,2010-01-2010-06
Flynn Malcolm Gibson,FMG0527,Flynn.Malcolm.Gibson@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,2010-06,2010-01-2010-06
Forrest Rashad Richards,FRR0832,Forrest.Rashad.Richards@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,2010-06,2010-01-2010-06
Frances Alisa Wiggins,FAW0032,Frances.Alisa.Wiggins@dtaa.com,Manager,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Fatima Ulla Mcclure,2010-06,2010-01-2010-06
Frances Hermione Owens,FHO0630,Frances.Hermione.Owens@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,2010-06,2010-01-2010-06
Francis Brian Armstrong,FBA0348,Francis.Brian.Armstrong@dtaa.com,Manager,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Fatima Ulla Mcclure,2010-06,2010-01-2010-06
Fuller Baker Warner,FBW0747,Fuller.Baker.Warner@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,2010-06,2010-01-2010-06
Fulton Quinn Avery,FQA0854,Fulton.Quinn.Avery@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,2010-06,2010-01-2010-06
Gage Kaden Odonnell,GKO0078,Gage.Kaden.Odonnell@dtaa.com,ChiefEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Declan Lester Moss,2010-06,2010-01-2010-06
Gail Rhiannon Mcconnell,GRM0868,Gail.Rhiannon.Mcconnell@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,2010-06,2010-01-2010-06
Galena Britanney Merritt,GBM0603,Galena.Britanney.Merritt@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,2010-06,2010-01-2010-06
Galena Deborah Francis,GDF0704,Galena.Deborah.Francis@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,2010-06,2010-01-2010-06
Gareth Thomas Dickson,GTD0219,Gareth.Thomas.Dickson@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,2010-05,2010-01-2010-05
Garrett Nicholas Solomon,GNS0178,Garrett.Nicholas.Solomon@dtaa.com,FieldServiceEngineer,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Sharon Britanni Kerr,2010-06,2010-01-2010-06
Garrett Omar Kelly,GOK0238,Garrett.Omar.Kelly@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,2010-06,2010-01-2010-06
Genevieve Hyacinth Head,GHH0288,Genevieve.Hyacinth.Head@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,2010-06,2010-01-2010-06
Geoffrey Harlan Lara,GHL0460,Geoffrey.Harlan.Lara@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,2010-06,2010-01-2010-06
Geoffrey Jin Tucker,GJT0386,Geoffrey.Jin.Tucker@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,2010-06,2010-01-2010-06
George Cade Chen,GCC0945,George.Cade.Chen@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,2010-06,2010-01-2010-06
George Zachery Burch,GZB0469,George.Zachery.Burch@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,2010-06,2010-01-2010-06
Gil Quincy Potter,GQP0743,Gil.Quincy.Potter@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,2010-06,2010-01-2010-06
Gisela Quintessa Fischer,GQF0659,Gisela.Quintessa.Fischer@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2010-06,2010-01-2010-06
Glenna Caryn Sharpe,GCS0571,Glenna.Caryn.Sharpe@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,2010-06,2010-01-2010-06
Grace Alma Fry,GAF0060,Grace.Alma.Fry@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,2010-06,2010-01-2010-06
Grace Charde Roth,GCR0554,Grace.Charde.Roth@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,2010-06,2010-01-2010-06
Grady Craig Coffey,GCC0744,Grady.Craig.Coffey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,2010-06,2010-01-2010-06
Grady Jordan Duran,GJD0298,Grady.Jordan.Duran@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,2010-06,2010-01-2010-06
Graiden Nehru Zimmerman,GNZ0953,Graiden.Nehru.Zimmerman@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,2010-06,2010-01-2010-06
Grant Camden Gay,GCG0951,Grant.Camden.Gay@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,2010-06,2010-01-2010-06
Gray Mason Fulton,GMF0738,Gray.Mason.Fulton@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,2010-06,2010-01-2010-06
Gregory Curran Sutton,GCS0518,Gregory.Curran.Sutton@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,2010-06,2010-01-2010-06
Guy Tad Daniel,GTD0898,Guy.Tad.Daniel@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,2010-06,2010-01-2010-06
Guy Zeus Chandler,GZC0735,Guy.Zeus.Chandler@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,2010-06,2010-01-2010-06
Gwendolyn Amaya Ferrell,GAF0570,Gwendolyn.Amaya.Ferrell@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,2010-06,2010-01-2010-06
Hadassah Leah Harris,HLH0512,Hadassah.Leah.Harris@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,2010-06,2010-01-2010-06
Hadassah Riley Baker,HRB0351,Hadassah.Riley.Baker@dtaa.com,ChiefEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Declan Lester Moss,2010-06,2010-01-2010-06
Hadley Leandra May,HLM0933,Hadley.Leandra.May@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,2010-06,2010-01-2010-06
Hadley Rhona Dillon,HRD0635,Hadley.Rhona.Dillon@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2010-04,2010-01-2010-04
Hadley Willa Hill,HWH0646,Hadley.Willa.Hill@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2010-06,2010-01-2010-06
Hakeem Arden Curry,HAC0282,Hakeem.Arden.Curry@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,2010-06,2010-01-2010-06
Hakeem Mason Mccall,HMM0108,Hakeem.Mason.Mccall@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,2010-02,2010-01-2010-02
Hakeem Stephen Peck,HSP0290,Hakeem.Stephen.Peck@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,2010-06,2010-01-2010-06
Halee Keiko Rhodes,HKR0628,Halee.Keiko.Rhodes@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,2010-06,2010-01-2010-06
Halee Kim Burnett,HKB0418,Halee.Kim.Burnett@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,2010-06,2010-01-2010-06
Hall Colorado Morin,HCM0267,Hall.Colorado.Morin@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,2010-06,2010-01-2010-06
Halla Germaine Nolan,HGN0287,Halla.Germaine.Nolan@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,2010-06,2010-01-2010-06
Halla Kendall Irwin,HKI0171,Halla.Kendall.Irwin@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,2010-06,2010-01-2010-06
Hanae Gay Hogan,HGH0595,Hanae.Gay.Hogan@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,2010-06,2010-01-2010-06
Hanae Wendy Meyer,HWM0342,Hanae.Wendy.Meyer@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,2010-06,2010-01-2010-06
Harlan Jason Benjamin,HJB0742,Harlan.Jason.Benjamin@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,2010-06,2010-01-2010-06
Harper Basil Obrien,HBO0413,Harper.Basil.Obrien@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,2010-06,2010-01-2010-06
Harper Clark Vazquez,HCV0478,Harper.Clark.Vazquez@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,2010-06,2010-01-2010-06
Harper Price Harris,HPH0075,Harper.Price.Harris@dtaa.com,ChiefEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Declan Lester Moss,2010-06,2010-01-2010-06
Harrison Samuel Gonzales,HSG0818,Harrison.Samuel.Gonzales@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,2010-06,2010-01-2010-06
Hashim Damon Dudley,HDD0789,Hashim.Damon.Dudley@dtaa.com,Manager,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Donovan Carlos Chapman,2010-06,2010-01-2010-06
Hashim Damon Hebert,HDH0928,Hashim.Damon.Hebert@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,2010-06,2010-01-2010-06
Hayes Drake Stephenson,HDS0367,Hayes.Drake.Stephenson@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,2010-06,2010-01-2010-06
Hayes William Wheeler,HWW0436,Hayes.William.Wheeler@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,2010-06,2010-01-2010-06
Hayley Carolyn Cunningham,HCC0344,Hayley.Carolyn.Cunningham@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,2010-06,2010-01-2010-06
Heather Cynthia Leonard,HCL0651,Heather.Cynthia.Leonard@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2010-06,2010-01-2010-06
Heather Fredericka Baird,HFB0347,Heather.Fredericka.Baird@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,2010-06,2010-01-2010-06
Hector Abraham Hayes,HAH0248,Hector.Abraham.Hayes@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,2010-06,2010-01-2010-06
Hector Vance Foster,HVF0067,Hector.Vance.Foster@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,2010-06,2010-01-2010-06
Hedda Grace Gordon,HGG0240,Hedda.Grace.Gordon@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,2010-06,2010-01-2010-06
Hedwig Dai Duffy,HDD0806,Hedwig.Dai.Duffy@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,2010-06,2010-01-2010-06
Hedwig Regina Livingston,HRL0540,Hedwig.Regina.Livingston@dtaa.com,FieldServiceEngineer,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Sharon Britanni Kerr,2010-06,2010-01-2010-06
Hedy Delilah Lopez,HDL0748,Hedy.Delilah.Lopez@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,2010-06,2010-01-2010-06
Heidi Mia Wilson,HMW0713,Heidi.Mia.Wilson@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,2010-06,2010-01-2010-06
Herman Ian Abbott,HIA0414,Herman.Ian.Abbott@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,2010-06,2010-01-2010-06
Hermione Casey Witt,HCW0419,Hermione.Casey.Witt@dtaa.com,HardwareEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,2010-06,2010-01-2010-06
Hilda Alice Hahn,HAH0760,Hilda.Alice.Hahn@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,2010-06,2010-01-2010-06
Hilel Tobias Flynn,HTF0641,Hilel.Tobias.Flynn@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2010-06,2010-01-2010-06
Hillary Piper Riddle,HPR0585,Hillary.Piper.Riddle@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,2010-06,2010-01-2010-06
Hiroko Kiona Faulkner,HKF0831,Hiroko.Kiona.Faulkner@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,2010-06,2010-01-2010-06
Hollee Shannon Dudley,HSD0457,Hollee.Shannon.Dudley@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,2010-06,2010-01-2010-06
Hollee Vanna Becker,HVB0037,Hollee.Vanna.Becker@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,2010-06,2010-01-2010-06
Holly Xerxes Lara,HXL0968,Holly.Xerxes.Lara@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,2010-06,2010-01-2010-06
Holmes Arden Day,HAD0246,Holmes.Arden.Day@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,2010-06,2010-01-2010-06
Honorato Ivan Wall,HIW0536,Honorato.Ivan.Wall@dtaa.com,LabManager,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Summer Leilani Boyer,2010-06,2010-01-2010-06
Honorato John Sloan,HJS0072,Honorato.John.Sloan@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,2010-01,2010-01-2010-01
Hope Dawn Jensen,HDJ0446,Hope.Dawn.Jensen@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,2010-06,2010-01-2010-06
Howard Raphael Weiss,HRW0550,Howard.Raphael.Weiss@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,2010-06,2010-01-2010-06
Howard Wing Yang,HWY0038,Howard.Wing.Yang@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,2010-05,2010-01-2010-05
Hyacinth Clare Lindsay,HCL0113,Hyacinth.Clare.Lindsay@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,2010-06,2010-01-2010-06
Ian Jonas Morrow,IJM0444,Ian.Jonas.Morrow@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,2010-06,2010-01-2010-06
Idola Carly Haley,ICH0294,Idola.Carly.Haley@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,2010-06,2010-01-2010-06
Idola Lana Jarvis,ILJ0526,Idola.Lana.Jarvis@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,2010-06,2010-01-2010-06
Ignatius Reese Morton,IRM0931,Ignatius.Reese.Morton@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,2010-06,2010-01-2010-06
Igor Ishmael Ward,IIW0249,Igor.Ishmael.Ward@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,2010-06,2010-01-2010-06
Igor Ulric Yang,IUY0279,Igor.Ulric.Yang@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,2010-06,2010-01-2010-06
